iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
KEN,Africa,Kenya,7/22/2020,14805,637,507.571,260,10,7.286,275.333,11.846,9.439,4.835,0.186,0.135,1.27,,,,,,,,,4275,254273,4.729,0.08,4111,0.076,0.123,8.1,samples tested,,,,,,,,,,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/23/2020,15601,796,561.143,263,3,6.571,290.136,14.803,10.436,4.891,0.056,0.122,1.26,,,,,,,,,6754,261027,4.854,0.126,4520,0.084,0.124,8.1,samples tested,,,,,,,,,,81.48,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/24/2020,16268,667,600.857,274,11,7.429,302.541,12.404,11.174,5.096,0.205,0.138,1.24,,,,,,,,,5075,266102,4.949,0.094,4738,0.088,0.127,7.9,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/25/2020,16643,375,556.143,278,4,7.571,309.515,6.974,10.343,5.17,0.074,0.141,1.22,,,,,,,,,,,,,4635,0.086,0.12,8.3,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/26/2020,17603,960,607.143,280,2,6.571,327.368,17.853,11.291,5.207,0.037,0.122,1.21,,,,,,,,,,,,,4460,0.083,0.136,7.3,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/27/2020,17975,372,600.571,285,5,6.714,334.286,6.918,11.169,5.3,0.093,0.125,1.19,,,,,,,,,,279612,5.2,,4750,0.088,0.126,7.9,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/28/2020,18581,606,630.429,299,14,7,345.556,11.27,11.724,5.561,0.26,0.13,1.17,,,,,,,,,4888,284500,5.291,0.091,4929,0.092,0.128,7.8,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/29/2020,19125,544,617.143,311,12,7.286,355.673,10.117,11.477,5.784,0.223,0.135,1.15,,,,,,,,,5259,289759,5.389,0.098,5069,0.094,0.122,8.2,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/30/2020,19913,788,616,325,14,8.857,370.328,14.655,11.456,6.044,0.26,0.165,1.14,,,,,,,,,5521,295280,5.491,0.103,4893,0.091,0.126,7.9,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,7/31/2020,20636,723,624,341,16,9.571,383.773,13.446,11.605,6.342,0.298,0.178,1.12,,,,,,,,,8679,303959,5.653,0.161,5408,0.101,0.115,8.7,samples tested,,,,,,,,,,78.7,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-01-2020,21363,727,674.286,364,23,12.286,397.294,13.52,12.54,6.769,0.428,0.228,1.11,,,,,,,,,6371,310330,5.771,0.118,5675,0.106,0.119,8.4,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-02-2020,22053,690,635.714,369,5,12.714,410.126,12.832,11.823,6.862,0.093,0.236,1.09,,,,,,,,,5393,315723,5.872,0.1,5802,0.108,0.11,9.1,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-03-2020,22597,544,660.286,382,13,13.857,420.243,10.117,12.28,7.104,0.242,0.258,1.07,,,,,,,,,2653,318376,5.921,0.049,5538,0.103,0.119,8.4,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-04-2020,23202,605,660.143,388,6,12.714,431.494,11.251,12.277,7.216,0.112,0.236,1.05,,,,,,,,,4547,322923,6.005,0.085,5489,0.102,0.12,8.3,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-05-2020,23873,671,678.286,391,3,11.429,443.973,12.479,12.614,7.272,0.056,0.213,1.02,,,,,,,,,6200,329123,6.121,0.115,5623,0.105,0.121,8.3,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-06-2020,24411,538,642.571,399,8,10.571,453.978,10.005,11.95,7.42,0.149,0.197,1,,,,,,,,,6195,335318,6.236,0.115,5720,0.106,0.112,8.9,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-07-2020,25138,727,643.143,413,14,10.286,467.498,13.52,11.961,7.681,0.26,0.191,0.99,,,,,,,,,6814,342132,6.363,0.127,5453,0.101,0.118,8.5,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-08-2020,25837,699,639.143,418,5,7.714,480.498,12.999,11.886,7.774,0.093,0.143,0.98,,,,,,,,,7175,349307,6.496,0.133,5568,0.104,0.115,8.7,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-09-2020,26436,599,626.143,420,2,7.286,491.638,11.14,11.645,7.811,0.037,0.135,0.96,,,,,,,,,4420,353727,6.578,0.082,5429,0.101,0.115,8.7,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-10-2020,26928,492,618.714,423,3,5.857,500.788,9.15,11.506,7.867,0.056,0.109,0.94,,,,,,,,,4603,358330,6.664,0.086,5708,0.106,0.108,9.2,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-11-2020,27425,497,603.286,438,15,7.143,510.03,9.243,11.219,8.146,0.279,0.133,0.92,,,,,,,,,4171,362501,6.742,0.078,5654,0.105,0.107,9.4,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08-12-2020,28104,679,604.429,456,18,9.286,522.658,12.628,11.241,8.48,0.335,0.173,0.9,,,,,,,,,6590,369091,6.864,0.123,5710,0.106,0.106,9.4,samples tested,,,,,,,,,,73.15,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/13/2020,28754,650,620.429,460,4,8.714,534.746,12.088,11.538,8.555,0.074,0.162,0.87,,,,,,,,,6768,375859,6.99,0.126,5792,0.108,0.107,9.3,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/14/2020,29334,580,599.429,465,5,7.429,545.533,10.786,11.148,8.648,0.093,0.138,0.84,,,,,,,,,5458,381317,7.091,0.102,5598,0.104,0.107,9.3,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/15/2020,29849,515,573.143,472,7,7.714,555.11,9.578,10.659,8.778,0.13,0.143,0.81,,,,,,,,,,,,,5294,0.098,0.108,9.2,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/16/2020,30120,271,526.286,474,2,7.714,560.15,5.04,9.787,8.815,0.037,0.143,0.78,,,,,,,,,,391416,7.279,,5384,0.1,0.098,10.2,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/17/2020,30365,245,491,482,8,8.429,564.706,4.556,9.131,8.964,0.149,0.157,0.77,,,,,,,,,3150,394566,7.338,0.059,5177,0.096,0.095,10.5,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/18/2020,30636,271,458.714,487,5,7,569.746,5.04,8.531,9.057,0.093,0.13,0.76,,,,,,,,,4019,398585,7.413,0.075,5155,0.096,0.089,11.2,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/19/2020,31015,379,415.857,506,19,7.143,576.795,7.048,7.734,9.41,0.353,0.133,0.75,,,,,,,,,,,,,4856,0.09,0.086,11.7,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/20/2020,31441,426,383.857,516,10,8,584.717,7.922,7.139,9.596,0.186,0.149,0.73,,,,,,,,,,,,,4532,0.084,0.085,11.8,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/21/2020,31763,322,347,532,16,9.571,590.705,5.988,6.453,9.894,0.298,0.178,0.72,,,,,,,,,,412080,7.664,,4395,0.082,0.079,12.7,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/22/2020,32118,355,324.143,542,10,10,597.307,6.602,6.028,10.08,0.186,0.186,0.72,,,,,,,,,5724,417804,7.77,0.106,4491,0.084,0.072,13.9,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/23/2020,32364,246,320.571,548,6,10.571,601.882,4.575,5.962,10.191,0.112,0.197,0.72,,,,,,,,,4179,421983,7.848,0.078,4367,0.081,0.073,13.6,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/24/2020,32557,193,313.143,554,6,10.286,605.472,3.589,5.824,10.303,0.112,0.191,0.72,,,,,,,,,3381,425364,7.911,0.063,4400,0.082,0.071,14.1,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/25/2020,32803,246,309.571,559,5,10.286,610.047,4.575,5.757,10.396,0.093,0.191,0.71,,,,,,,,,4149,429513,7.988,0.077,4418,0.082,0.07,14.3,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/26/2020,33016,213,285.857,564,5,8.286,614.008,3.961,5.316,10.489,0.093,0.154,0.71,,,,,,,,,,,,,4396,0.082,0.065,15.4,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/27/2020,33389,373,278.286,567,3,7.286,620.945,6.937,5.175,10.545,0.056,0.135,0.71,,,,,,,,,,438193,8.149,,4373,0.081,0.064,15.7,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/28/2020,33630,241,266.714,567,0,5,625.427,4.482,4.96,10.545,0,0.093,0.7,,,,,,,,,4520,442713,8.233,0.084,4376,0.081,0.061,16.4,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/29/2020,33794,164,239.429,572,5,4.286,628.477,3.05,4.453,10.638,0.093,0.08,0.69,,,,,,,,,3009,445722,8.289,0.056,3988,0.074,0.06,16.7,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/30/2020,34057,263,241.857,574,2,3.714,633.368,4.891,4.498,10.675,0.037,0.069,0.7,,,,,,,,,4424,450146,8.371,0.082,4023,0.075,0.06,16.6,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,8/31/2020,34201,144,234.857,577,3,3.286,636.046,2.678,4.368,10.731,0.056,0.061,0.7,,,,,,,,,4260,454406,8.451,0.079,4149,0.077,0.057,17.7,samples tested,,,,,,,,,,70.37,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-01-2020,34315,114,216,577,0,2.571,638.166,2.12,4.017,10.731,0,0.048,0.69,,,,,,,,,1682,456088,8.482,0.031,3796,0.071,0.057,17.6,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-02-2020,34493,178,211,581,4,2.429,641.476,3.31,3.924,10.805,0.074,0.045,0.69,,,,,,,,,3474,459562,8.547,0.065,3673,0.068,0.057,17.4,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-03-2020,34705,212,188,585,4,2.571,645.419,3.943,3.496,10.879,0.074,0.048,0.69,,,,,,,,,3937,463499,8.62,0.073,3615,0.067,0.052,19.2,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-04-2020,34884,179,179.143,589,4,3.143,648.748,3.329,3.332,10.954,0.074,0.058,0.69,,,,,,,,,4178,467677,8.698,0.078,3566,0.066,0.05,19.9,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-05-2020,35020,136,175.143,594,5,3.143,651.277,2.529,3.257,11.047,0.093,0.058,0.7,,,,,,,,,3707,471384,8.766,0.069,3666,0.068,0.048,20.9,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-06-2020,35103,83,149.429,597,3,3.286,652.82,1.544,2.779,11.103,0.056,0.061,0.71,,,,,,,,,3093,474477,8.824,0.058,3476,0.065,0.043,23.3,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-07-2020,35205,102,143.429,599,2,3.143,654.717,1.897,2.667,11.14,0.037,0.058,0.74,,,,,,,,,2668,477145,8.874,0.05,3248,0.06,0.044,22.6,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-08-2020,35356,151,148.714,599,0,3.143,657.525,2.808,2.766,11.14,0,0.058,0.76,,,,,,,,,2552,479697,8.921,0.047,3373,0.063,0.044,22.7,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09-09-2020,35460,104,138.143,607,8,3.714,659.46,1.934,2.569,11.289,0.149,0.069,0.77,,,,,,,,,2285,481982,8.964,0.042,3203,0.06,0.043,23.2,samples tested,,,,,,,,,,71.3,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
