iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
JOR,Asia,Jordan,12/26/2020,286356,1050,1937,3729,18,26.286,28065.478,102.909,189.844,365.476,1.764,2.576,0.79,,,,,,,,,11123,3068292,300.72,1.09,17708,1.736,0.109,9.1,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,12/27/2020,287946,1590,1856.714,3758,29,27.143,28221.312,155.834,181.975,368.318,2.842,2.66,0.79,,,,,,,,,15041,3083333,302.195,1.474,17209,1.687,0.108,9.3,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,12/28/2020,289748,1802,1757.143,3778,20,24.857,28397.925,176.612,172.216,370.278,1.96,2.436,0.79,,,,,,,,,21124,3104457,304.265,2.07,17338,1.699,0.101,9.9,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,12/29/2020,291393,1645,1643,3801,23,24.857,28559.149,161.225,161.029,372.532,2.254,2.436,0.79,,,,,,,,,21735,3126192,306.395,2.13,17717,1.736,0.093,10.8,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,12/30/2020,293067,1674,1583.429,3815,14,23.286,28723.217,164.067,155.19,373.905,1.372,2.282,0.8,,,,,,,,,25933,3152125,308.937,2.542,18500,1.813,0.086,11.7,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,12/31/2020,294494,1427,1543.429,3834,19,21.857,28863.075,139.859,151.27,375.767,1.862,2.142,0.8,,,,,,,,,23430,3175555,311.233,2.296,19316,1.893,0.08,12.5,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-01-2021,295765,1271,1494.143,3851,17,20,28987.645,124.569,146.44,377.433,1.666,1.96,0.81,,,,,,,,,21313,3196868,313.322,2.089,19957,1.956,0.075,13.4,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-02-2021,296668,903,1473.143,3877,26,21.143,29076.147,88.502,144.381,379.981,2.548,2.072,0.82,,,,,,,,,14498,3211366,314.743,1.421,20439,2.003,0.072,13.9,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-03-2021,298208,1540,1466,3903,26,20.714,29227.081,150.934,143.681,382.529,2.548,2.03,0.82,,,,,,,,,20893,3232259,316.791,2.048,21275,2.085,0.069,14.5,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-04-2021,299831,1623,1440.429,3919,16,20.143,29386.15,159.069,141.175,384.097,1.568,1.974,0.83,,,,,,,,,27777,3260036,319.513,2.722,22226,2.178,0.065,15.4,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-05-2021,301303,1472,1415.714,3940,21,19.857,29530.419,144.269,138.753,386.156,2.058,1.946,0.83,,,,,,,,,26985,3287021,322.158,2.645,22976,2.252,0.062,16.2,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-06-2021,302856,1553,1398.429,3955,15,20,29682.627,152.208,137.059,387.626,1.47,1.96,0.83,,,,,,,,,29594,3316615,325.058,2.9,23499,2.303,0.06,16.8,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-07-2021,304071,1215,1368.143,3968,13,19.143,29801.708,119.081,134.09,388.9,1.274,1.876,0.83,,,,,,,,,29327,3345942,327.933,2.874,24341,2.386,0.056,17.8,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-08-2021,305163,1092,1342.571,3989,21,19.714,29908.734,107.026,131.584,390.958,2.058,1.932,0.83,,,,,,,,,24350,3370292,330.319,2.387,24775,2.428,0.054,18.5,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-09-2021,305959,796,1327.286,4009,20,18.857,29986.749,78.015,130.086,392.918,1.96,1.848,0.83,,,,,,,,,16815,3387107,331.967,1.648,25106,2.461,0.053,18.9,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-10-2021,307209,1250,1285.857,4024,15,17.286,30109.26,122.511,126.026,394.388,1.47,1.694,0.83,,,,,,,,,24560,3411667,334.374,2.407,25630,2.512,0.05,19.9,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-11-2021,308670,1461,1262.714,4043,19,17.714,30252.452,143.191,123.757,396.251,1.862,1.736,0.82,,,,,,,,,27279,3438946,337.048,2.674,25559,2.505,0.049,20.2,tests performed,,,,,,,,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,01-12-2021,309846,1176,1220.429,4076,33,19.429,30367.71,115.259,119.613,399.485,3.234,1.904,0.82,,,,,,,,,24238,3463184,339.423,2.376,25166,2.466,0.048,20.6,tests performed,0,0,,,,0,0,,,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/13/2021,310968,1122,1158.857,4091,15,19.429,30477.676,109.966,113.578,400.955,1.47,1.904,0.82,,,,,,,,,26934,3490118,342.063,2.64,24786,2.429,0.047,21.4,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/14/2021,312043,1075,1138.857,4107,16,19.857,30583.036,105.36,111.618,402.523,1.568,1.946,0.82,,,,,,,,,25014,3515132,344.515,2.452,24170,2.369,0.047,21.2,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/15/2021,312851,808,1098.286,4121,14,18.857,30662.228,79.191,107.642,403.895,1.372,1.848,0.82,,,,,,,,,19541,3534673,346.43,1.915,23483,2.302,0.047,21.4,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/16/2021,313557,706,1085.429,4137,16,18.286,30731.422,69.194,106.382,405.463,1.568,1.792,0.82,,,,,,,,,17738,3552411,348.168,1.738,23615,2.314,0.046,21.8,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/17/2021,314514,957,1043.571,4145,8,17.286,30825.217,93.795,102.279,406.247,0.784,1.694,0.82,,,,,,,,,19623,3572034,350.092,1.923,22910,2.245,0.046,22,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/18/2021,315544,1030,982,4153,8,15.714,30926.166,100.949,96.245,407.032,0.784,1.54,0.82,,,,,,,,,22271,3594305,352.274,2.183,22194,2.175,0.044,22.6,tests performed,,,,,2727,,,,267,81.48,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/19/2021,316427,883,940.143,4170,17,13.429,31012.708,86.542,92.143,408.698,1.666,1.316,0.83,,,,,,,,,21930,3616235,354.424,2.149,21864,2.143,0.043,23.3,tests performed,,,,,2727,,,,267,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/20/2021,317405,978,919.571,4187,17,13.714,31108.561,95.853,90.126,410.364,1.666,1.344,0.84,,,,,,,,,23315,3639550,356.709,2.285,21347,2.092,0.043,23.2,tests performed,,,,,2727,,,,267,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/21/2021,318181,776,876.857,4198,11,13,31184.616,76.055,85.94,411.442,1.078,1.274,0.85,,,,,,,,,20409,3659959,358.709,2,20690,2.028,0.042,23.6,tests performed,,,,,2727,,,,267,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/22/2021,318911,730,865.714,4207,9,12.286,31256.162,71.547,84.848,412.324,0.882,1.204,0.87,,,,,,,,,18372,3678331,360.51,1.801,20523,2.011,0.042,23.7,tests performed,,,,,2727,,,,267,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/23/2021,319519,608,851.714,4217,10,11.429,31315.752,59.589,83.476,413.304,0.98,1.12,0.89,,,,,,,,,13019,3691350,361.786,1.276,19848,1.945,0.043,23.3,tests performed,30000,30000,,,2727,0.29,0.29,,267,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/24/2021,320453,934,848.429,4224,7,11.286,31407.292,91.54,83.154,413.99,0.686,1.106,0.91,,,,,,,,,19808,3711158,363.727,1.941,19875,1.948,0.043,23.4,tests performed,,,,,2516,,,,247,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/25/2021,321298,845,822,4239,15,12.286,31490.11,82.818,80.563,415.46,1.47,1.204,0.92,,,,,,,,,23980,3735138,366.077,2.35,20119,1.972,0.041,24.5,tests performed,,,,,2305,,,,226,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/26/2021,322241,943,830.571,4248,9,11.143,31582.532,92.423,81.404,416.342,0.882,1.092,0.95,,,,,,,,,24332,3759470,368.462,2.385,20462,2.005,0.041,24.6,tests performed,,,,,2094,,,,205,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/27/2021,323111,870,815.143,4262,14,10.714,31667.8,85.268,79.891,417.715,1.372,1.05,0.98,,,,,,,,,24763,3784233,370.889,2.427,20669,2.026,0.039,25.4,tests performed,,,,,1883,,,,185,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/28/2021,324169,1058,855.429,4269,7,10.143,31771.494,103.694,83.84,418.401,0.686,0.994,1.02,,,,,,,,,22716,3806949,373.115,2.226,20999,2.058,0.041,24.5,tests performed,,,,,1672,,,,164,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/29/2021,325033,864,874.571,4281,12,10.571,31856.174,84.68,85.716,419.577,1.176,1.036,1.05,,,,,,,,,22359,3829308,375.307,2.191,21568,2.114,0.041,24.7,tests performed,,,,,1461,,,,143,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/30/2021,325674,641,879.286,4304,23,12.429,31918.997,62.824,86.178,421.831,2.254,1.218,1.07,,,,,,,,,15605,3844913,376.836,1.529,21938,2.15,0.04,24.9,tests performed,,,,,1250,,,,123,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,1/31/2021,326855,1181,914.571,4316,12,13.143,32034.746,115.749,89.636,423.007,1.176,1.288,1.1,,,,,,,,,21270,3866183,378.921,2.085,22146,2.171,0.041,24.2,tests performed,40000,40000,,,1250,0.39,0.39,,123,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-01-2021,328062,1207,966.286,4326,10,12.429,32153.043,118.297,94.705,423.987,0.98,1.218,1.12,,,,,,,,,24002,3890185,381.273,2.352,22150,2.171,0.044,22.9,tests performed,,,,,1331,,,,130,75.93,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-02-2021,329194,1132,993.286,4334,8,12.286,32263.989,110.946,97.351,424.771,0.784,1.204,1.14,,,,,,,,,23585,3913770,383.585,2.312,22043,2.16,0.045,22.2,tests performed,,,,,1412,,,,138,61.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-03-2021,330474,1280,1051.857,4344,10,11.714,32389.441,125.452,103.092,425.751,0.98,1.148,1.16,,,,,,,,,22315,3936085,385.772,2.187,21693,2.126,0.048,20.6,tests performed,,,,,1494,,,,146,61.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-04-2021,331768,1294,1085.571,4354,10,12.143,32516.265,126.824,106.396,426.731,0.98,1.19,1.19,,,,,,,,,26830,3962915,388.402,2.63,22281,2.184,0.049,20.5,tests performed,,,,,1575,,,,154,61.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-05-2021,332990,1222,1136.714,4362,8,11.571,32636.032,119.767,111.408,427.515,0.784,1.134,1.2,,,,,,,,,21311,3984226,390.49,2.089,22131,2.169,0.051,19.5,tests performed,,,,,1656,,,,162,61.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-06-2021,333855,865,1168.714,4369,7,9.286,32720.809,84.778,114.545,428.202,0.686,0.91,1.21,,,,,,,,,20703,4004929,392.519,2.029,22859,2.24,0.051,19.6,tests performed,,,,,1737,,,,170,61.11,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-07-2021,335154,1299,1185.571,4379,10,9,32848.123,127.314,116.197,429.182,0.98,0.882,1.23,,,,,,,,,21142,4026071,394.591,2.072,22841,2.239,0.052,19.3,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-08-2021,336839,1685,1253.857,4385,6,8.429,33013.268,165.145,122.889,429.77,0.588,0.826,1.25,,,,,,,,,26723,4052794,397.21,2.619,23230,2.277,0.054,18.5,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-09-2021,338322,1483,1304,4395,10,8.714,33158.616,145.347,127.804,430.75,0.98,0.854,1.27,,,,,,,,,24854,4077648,399.646,2.436,23411,2.294,0.056,18,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-10-2021,340177,1855,1386.143,4411,16,9.571,33340.423,181.807,135.855,432.318,1.568,0.938,1.29,,,,,,,,,29541,4107189,402.542,2.895,24443,2.396,0.057,17.6,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-11-2021,341984,1807,1459.429,4421,10,9.571,33517.525,177.102,143.037,433.298,0.98,0.938,1.31,,,,,,,,,27660,4134849,405.253,2.711,24562,2.407,0.059,16.8,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,02-12-2021,343563,1579,1510.429,4433,12,10.143,33672.281,154.756,148.036,434.474,1.176,0.994,1.32,,,,,,,,,24501,4159350,407.654,2.401,25018,2.452,0.06,16.6,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,2/13/2021,344803,1240,1564,4444,11,10.714,33793.812,121.531,153.286,435.552,1.078,1.05,1.33,,,,,,,,,19571,4178921,409.572,1.918,24856,2.436,0.063,15.9,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,2/14/2021,347250,2447,1728,4455,11,10.857,34033.641,239.828,169.36,436.63,1.078,1.064,1.35,,,,,,,,,26313,4205234,412.151,2.579,25595,2.509,0.068,14.8,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
JOR,Asia,Jordan,2/15/2021,349562,2312,1817.571,4473,18,12.571,34260.238,226.597,178.138,438.394,1.764,1.232,1.35,,,,,,,,,29225,4234459,415.015,2.864,25952,2.544,0.07,14.3,tests performed,,,,,1818,,,,178,57.41,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729
